ID;Unit;Civic number - Parcel;Street name - Parcel;Business name;Retail category;Year recorded;Geo Local Area;Geom;geo_point_2d
2429;N/A;906;GRANVILLE ST;Movieland Arcade;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12140383507578, 49.279931948165], ""type"": ""Point""}";49.279931948165, -123.12140383507578
2431;N/A;911;GRANVILLE ST;Cavo Bar & Kitchen;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12200168614316, 49.28031897389923], ""type"": ""Point""}";49.28031897389923, -123.12200168614316
2434;N/A;925;GRANVILLE ST;CellQuest;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12222249574698, 49.28017285311342], ""type"": ""Point""}";49.28017285311342, -123.12222249574698
2436;N/A;942;GRANVILLE ST;Vacant UC;Vacant UC;2021;Downtown;"{""coordinates"": [-123.1221402964989, 49.27944538637285], ""type"": ""Point""}";49.27944538637285, -123.1221402964989
2437;N/A;946;GRANVILLE ST;Vacant UC;Vacant UC;2021;Downtown;"{""coordinates"": [-123.1221402964989, 49.27944538637285], ""type"": ""Point""}";49.27944538637285, -123.1221402964989
2439;N/A;957;GRANVILLE ST;The Granville Room;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12266410279321, 49.279880611176175], ""type"": ""Point""}";49.279880611176175, -123.12266410279321
2441;N/A;965;GRANVILLE ST;Colony Bar;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12288490297215, 49.279734484624775], ""type"": ""Point""}";49.279734484624775, -123.12288490297215
2442;N/A;968;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.1221402964989, 49.27944538637285], ""type"": ""Point""}";49.27944538637285, -123.1221402964989
2443;N/A;972;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.1221402964989, 49.27944538637285], ""type"": ""Point""}";49.27944538637285, -123.1221402964989
2444;N/A;980;GRANVILLE ST;Doner Stop;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1221402964989, 49.27944538637285], ""type"": ""Point""}";49.27944538637285, -123.1221402964989
2446;N/A;988;GRANVILLE ST;Hungry Guys Kitchen;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12250837033133, 49.27920229771218], ""type"": ""Point""}";49.27920229771218, -123.12250837033133
2448;N/A;991;GRANVILLE ST;Rao Smoke Vape & Food;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12317930440496, 49.27953965485562], ""type"": ""Point""}";49.27953965485562, -123.12317930440496
2451;N/A;998;GRANVILLE ST;Tim Horton's;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12250837033133, 49.27920229771218], ""type"": ""Point""}";49.27920229771218, -123.12250837033133
2452;N/A;999;GRANVILLE ST;Blenz On Granville;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12317930440496, 49.27953965485562], ""type"": ""Point""}";49.27953965485562, -123.12317930440496
2456;N/A;1009;GRANVILLE ST;Fresh Donair;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12366525869692, 49.279216167380355], ""type"": ""Point""}";49.279216167380355, -123.12366525869692
2461;N/A;1019;GRANVILLE ST;Crave India;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12366525869692, 49.279216167380355], ""type"": ""Point""}";49.279216167380355, -123.12366525869692
2462;N/A;1026;GRANVILLE ST;The Heaven;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12325484307857, 49.27870877295325], ""type"": ""Point""}";49.27870877295325, -123.12325484307857
2470;N/A;1051;GRANVILLE ST;Planet Rock;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12418052750475, 49.27887516690173], ""type"": ""Point""}";49.27887516690173, -123.12418052750475
2476;N/A;1079;GRANVILLE ST;Western Buy & Sell Pawn Broker;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12451744159561, 49.278652154660314], ""type"": ""Point""}";49.278652154660314, -123.12451744159561
2480;N/A;1090;GRANVILLE ST;Granville Food Market;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.1241481680711, 49.278117581441954], ""type"": ""Point""}";49.278117581441954, -123.1241481680711
2482;N/A;1097;GRANVILLE ST;XXX Adult Superstore;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12469250035392, 49.27853628692521], ""type"": ""Point""}";49.27853628692521, -123.12469250035392
2484;N/A;1105;GRANVILLE ST;8th & Main;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12511110984043, 49.2782593368807], ""type"": ""Point""}";49.2782593368807, -123.12511110984043
2486;N/A;1117;GRANVILLE ST;The Pawnshop;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12525820908542, 49.27816184692612], ""type"": ""Point""}";49.27816184692612, -123.12525820908542
2487;N/A;1129;GRANVILLE ST;I-Exit Game Downtown Inc;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12547918768693, 49.2780156773963], ""type"": ""Point""}";49.2780156773963, -123.12547918768693
2494;N/A;1147;GRANVILLE ST;Brunch;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12562657320146, 49.27791833417839], ""type"": ""Point""}";49.27791833417839, -123.12562657320146
2497;N/A;1162;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12554647438049, 49.27719217158125], ""type"": ""Point""}";49.27719217158125, -123.12554647438049
2499;N/A;1167;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12599470622165, 49.27767457762704], ""type"": ""Point""}";49.27767457762704, -123.12599470622165
2503;N/A;1180;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12554647438049, 49.27719217158125], ""type"": ""Point""}";49.27719217158125, -123.12554647438049
2507;N/A;1210;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12625543516471, 49.27672245307206], ""type"": ""Point""}";49.27672245307206, -123.12625543516471
2510;N/A;1227;GRANVILLE ST;The Morrissey;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12714616107253, 49.2769130216752], ""type"": ""Point""}";49.2769130216752, -123.12714616107253
2512;N/A;1230;GRANVILLE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.1264027864483, 49.27662511607424], ""type"": ""Point""}";49.27662511607424, -123.1264027864483
2514;N/A;1253;GRANVILLE ST;Minoko Nail Studio;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12729326198212, 49.27681555069147], ""type"": ""Point""}";49.27681555069147, -123.12729326198212
2516;1;1256;GRANVILLE ST;Lions MMA;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12684415734178, 49.27633297965912], ""type"": ""Point""}";49.27633297965912, -123.12684415734178
2518;N/A;1265;GRANVILLE ST;Torizo Ramen;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12766090944993, 49.27657219859618], ""type"": ""Point""}";49.27657219859618, -123.12766090944993
2524;N/A;1300;GRANVILLE ST;The Yale Saloon;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1276651343558, 49.275791314520845], ""type"": ""Point""}";49.275791314520845, -123.1276651343558
2525;N/A;1332;GRANVILLE ST;Spin Society Cycling Studio Inc;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12792346365256, 49.27562442353768], ""type"": ""Point""}";49.27562442353768, -123.12792346365256
2532;N/A;415;HORNBY ST;Regal Grooming Lounge;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11649163447863, 49.28662126224258], ""type"": ""Point""}";49.28662126224258, -123.11649163447863
2536;N/A;490;HORNBY ST;Tim Horton's;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11639925073582, 49.286022392094274], ""type"": ""Point""}";49.286022392094274, -123.11639925073582
2540;N/A;581;HORNBY ST;Copper Chimney Restaurant - Indian Grill & Bar;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11829597773787, 49.285306970690435], ""type"": ""Point""}";49.285306970690435, -123.11829597773787
2543;102;580;HORNBY ST;Acacia Hair Boutique Inc;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11766865614112, 49.28499827079988], ""type"": ""Point""}";49.28499827079988, -123.11766865614112
2546;N/A;636;HORNBY ST;HIS Love Peace Travel Agency;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11963026062669, 49.28370095966587], ""type"": ""Point""}";49.28370095966587, -123.11963026062669
2549;N/A;885;W GEORGIA ST;HSBC Bank;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11963026062669, 49.28370095966587], ""type"": ""Point""}";49.28370095966587, -123.11963026062669
2551;N/A;763;HORNBY ST;Caffe Artigiano Inc;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12192341063782, 49.28290921907629], ""type"": ""Point""}";49.28290921907629, -123.12192341063782
2554;N/A;807;HORNBY ST;Xixo;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12241435870227, 49.282583975934806], ""type"": ""Point""}";49.282583975934806, -123.12241435870227
2557;N/A;819;HORNBY ST;Dipt Urban Hook-ups;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12241435870227, 49.282583975934806], ""type"": ""Point""}";49.282583975934806, -123.12241435870227
2558;N/A;845;HORNBY ST;Wedgewood Restaurant;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12284563677987, 49.28229898908975], ""type"": ""Point""}";49.28229898908975, -123.12284563677987
2560;N/A;849;HORNBY ST;La Jolie Madame Boutique (1990) Ltd;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12321346155849, 49.28205532648003], ""type"": ""Point""}";49.28205532648003, -123.12321346155849
2561;N/A;851;HORNBY ST;Aube Hair Salon;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12321346155849, 49.28205532648003], ""type"": ""Point""}";49.28205532648003, -123.12321346155849
2564;101;859;HORNBY ST;Blair Shapera Custom Clothing Ltd;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12321346155849, 49.28205532648003], ""type"": ""Point""}";49.28205532648003, -123.12321346155849
2569;N/A;941;HORNBY ST;Fedex;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12420172466877, 49.28157566920938], ""type"": ""Point""}";49.28157566920938, -123.12420172466877
2576;N/A;975;HORNBY ST;Hair Fantasy Studio;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12509647555818, 49.28108757908462], ""type"": ""Point""}";49.28108757908462, -123.12509647555818
2577;N/A;979;HORNBY ST;One Saigon Bistro;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12509647555818, 49.28108757908462], ""type"": ""Point""}";49.28108757908462, -123.12509647555818
2578;N/A;981;HORNBY ST;Trish Juice;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12509647555818, 49.28108757908462], ""type"": ""Point""}";49.28108757908462, -123.12509647555818
2579;N/A;985;HORNBY ST;The Alley;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12509647555818, 49.28108757908462], ""type"": ""Point""}";49.28108757908462, -123.12509647555818
2581;N/A;991;HORNBY ST;Pokerrito;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12509647555818, 49.28108757908462], ""type"": ""Point""}";49.28108757908462, -123.12509647555818
2582;N/A;995;HORNBY ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.12509647555818, 49.28108757908462], ""type"": ""Point""}";49.28108757908462, -123.12509647555818
2587;N/A;1010;HORNBY ST;Royal Bank;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12484476801036, 49.27999824442466], ""type"": ""Point""}";49.27999824442466, -123.12484476801036
2590;N/A;1062;HORNBY ST;Femme Free Showroom;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12579048867782, 49.27962630605496], ""type"": ""Point""}";49.27962630605496, -123.12579048867782
2591;N/A;1064;HORNBY ST;Souzan Chi Tailoring & Alterations;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12579048867782, 49.27962630605496], ""type"": ""Point""}";49.27962630605496, -123.12579048867782
2593;N/A;1075;HORNBY ST;Sheraton Vancouver Fine Spirits;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.12651056901292, 49.280147180176], ""type"": ""Point""}";49.280147180176, -123.12651056901292
2595;N/A;1082;HORNBY ST;Rumours Hair Design;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12579048867782, 49.27962630605496], ""type"": ""Point""}";49.27962630605496, -123.12579048867782
2601;N/A;1095;HORNBY ST;Subway;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12651056901292, 49.280147180176], ""type"": ""Point""}";49.280147180176, -123.12651056901292
2609;N/A;1328;HORNBY ST;Giardino Restaurant Ltd;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.13009098530098, 49.27678232784741], ""type"": ""Point""}";49.27678232784741, -123.13009098530098
2611;N/A;1344;HORNBY ST;Salon Esprit;Service Commercial;2021;Downtown;"{""coordinates"": [-123.13009098530098, 49.27678232784741], ""type"": ""Point""}";49.27678232784741, -123.13009098530098
2612;N/A;1348;HORNBY ST;Sushiyama;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.13009098530098, 49.27678232784741], ""type"": ""Point""}";49.27678232784741, -123.13009098530098
2617;N/A;1357;HORNBY ST;Reckless electric bikes;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.13077936544705, 49.277089947146365], ""type"": ""Point""}";49.277089947146365, -123.13077936544705
2622;N/A;325;HOWE ST;Elite Performance Fitness;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.11434780337117, 49.28653182643322], ""type"": ""Point""}";49.28653182643322, -123.11434780337117
2623;N/A;327;HOWE ST;Cult Hair Salon;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11434780337117, 49.28653182643322], ""type"": ""Point""}";49.28653182643322, -123.11434780337117
2624;N/A;329;HOWE ST;Crest Jewellers;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11434780337117, 49.28653182643322], ""type"": ""Point""}";49.28653182643322, -123.11434780337117
2625;N/A;331;HOWE ST;HS 331 Art Gallery;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11434780337117, 49.28653182643322], ""type"": ""Point""}";49.28653182643322, -123.11434780337117
2630;N/A;420;HOWE ST;SUNZEN Art Gallery;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11501515891854, 49.285665992365765], ""type"": ""Point""}";49.285665992365765, -123.11501515891854
2631;N/A;445;HOWE ST;Scoozis Bar & Grill;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11540631265291, 49.28591985090291], ""type"": ""Point""}";49.28591985090291, -123.11540631265291
2633;N/A;456;HOWE ST;Cartier;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.11542776726155, 49.2853928770122], ""type"": ""Point""}";49.2853928770122, -123.11542776726155
2634;N/A;466;HOWE ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.11542776726155, 49.2853928770122], ""type"": ""Point""}";49.2853928770122, -123.11542776726155
2641;N/A;551;HOWE ST;Joyeux Cafe and Restaurant;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11703112291494, 49.28487486670898], ""type"": ""Point""}";49.28487486670898, -123.11703112291494
2646;103;595;HOWE ST;DHL Express;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11743646089614, 49.28460668985421], ""type"": ""Point""}";49.28460668985421, -123.11743646089614
2653;170;840;HOWE ST;Lure Salon Inc;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12164510536734, 49.28109973566644], ""type"": ""Point""}";49.28109973566644, -123.12164510536734
2655;100;938;HOWE ST;BC Alliance for Arts and Culture;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12282334663986, 49.2803207120504], ""type"": ""Point""}";49.2803207120504, -123.12282334663986
2659;N/A;988;HOWE ST;Pallet Coffee Roasters Inc;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.12333857805436, 49.279979835072155], ""type"": ""Point""}";49.279979835072155, -123.12333857805436
2663;N/A;1030;HOWE ST;Fred Lowther Family Law Office;Service Commercial;2021;Downtown;"{""coordinates"": [-123.1240646820255, 49.279497712990384], ""type"": ""Point""}";49.279497712990384, -123.1240646820255
2669;N/A;1085;HOWE ST;Canaan Transport;Service Commercial;2021;Downtown;"{""coordinates"": [-123.12552001521188, 49.279259416847054], ""type"": ""Point""}";49.279259416847054, -123.12552001521188
2675;200;1131;HOWE ST;Pacific Cinematheque Pacifique;Entertainment and Leisure;2021;Downtown;"{""coordinates"": [-123.12626626114388, 49.27876548878274], ""type"": ""Point""}";49.27876548878274, -123.12626626114388
2686;N/A;900;W GEORGIA ST;Gucci;Comparison Goods;2021;Downtown;"{""coordinates"": [-123.12109960347968, 49.283722244499856], ""type"": ""Point""}";49.283722244499856, -123.12109960347968
2689;N/A;898;W PENDER ST;VanCity;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11694626312621, 49.28565873619095], ""type"": ""Point""}";49.28565873619095, -123.11694626312621
2693;N/A;336;ROBSON ST;Freedom/Mobile;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11652159554393, 49.27880509195092], ""type"": ""Point""}";49.27880509195092, -123.11652159554393
2698;201;345;ROBSON ST;Library Florist and Gifts;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2702;205;345;ROBSON ST;Blenz Coffee;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2704;208;345;ROBSON ST;Vacant;Vacant;2021;Downtown;"{""coordinates"": [-123.11556576452458, 49.27970996870013], ""type"": ""Point""}";49.27970996870013, -123.11556576452458
2708;N/A;350;ROBSON ST;Straight Outta Brooklyn;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1169831999752, 49.27904546166031], ""type"": ""Point""}";49.27904546166031, -123.1169831999752
2713;N/A;388;ROBSON ST;EBI-TEN;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.1169831999752, 49.27904546166031], ""type"": ""Point""}";49.27904546166031, -123.1169831999752
2717;N/A;425;ROBSON ST;Robson Wine Beer and Spirits;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.11688039136946, 49.279838573719566], ""type"": ""Point""}";49.279838573719566, -123.11688039136946
2720;N/A;433;ROBSON ST;Hendricks Resto Lounge;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11688039136946, 49.279838573719566], ""type"": ""Point""}";49.279838573719566, -123.11688039136946
2721;N/A;437;ROBSON ST;Fleurs D'amour;Convenience Goods;2021;Downtown;"{""coordinates"": [-123.11688039136946, 49.279838573719566], ""type"": ""Point""}";49.279838573719566, -123.11688039136946
2722;N/A;438;ROBSON ST;DQ/Orange Julius;Food & Beverage;2021;Downtown;"{""coordinates"": [-123.11761051036932, 49.27935527828619], ""type"": ""Point""}";49.27935527828619, -123.11761051036932
2725;N/A;481;ROBSON ST;Fido;Service Commercial;2021;Downtown;"{""coordinates"": [-123.11703931806129, 49.28027859562197], ""type"": ""Point""}";49.28027859562197, -123.11703931806129
