TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,RECENCY
Other Theft,2022,1,11,6,18,13XX JERVIS ST,West End,490041.9713,5458762.2657,156
Other Theft,2022,5,14,11,0,13XX MAIN ST,Central Business District,492714.3863,5457808.2441,33
Other Theft,2022,5,18,9,0,13XX PACIFIC BLVD,Central Business District,491005.9986,5457850.7891,29
Other Theft,2022,1,14,10,21,13XX PARKER ST,Grandview-Woodland,494434.387,5458128.1705,153
Other Theft,2022,5,22,21,26,13XX RICHARDS ST,Central Business District,490833.7723,5457995.6889,25
Other Theft,2022,2,15,14,23,13XX RICHARDS ST,Central Business District,490835.981,5457997.8622,121
Other Theft,2022,4,20,4,25,13XX RICHARDS ST,Central Business District,490835.981,5457997.8622,57
Other Theft,2022,4,20,23,49,13XX RICHARDS ST,Central Business District,490847.0245,5458008.7289,57
Other Theft,2022,5,1,19,52,13XX ROBSON ST,West End,490599.1574,5459415.9793,46
Other Theft,2022,3,8,10,16,13XX ROLSTON ST,Central Business District,490735.2634,5458092.41,100
Other Theft,2022,2,1,12,0,13XX SEYMOUR ST,Central Business District,490699.6717,5457993.6499,135
Other Theft,2022,4,24,0,0,13XX SEYMOUR ST,Central Business District,490699.6717,5457993.6499,53
Other Theft,2022,4,10,19,0,13XX SEYMOUR ST,Central Business District,490764.3347,5458062.3525,67
Other Theft,2022,1,29,23,30,13XX SW MARINE DR,Marpole,490134.4365,5450044.9917,138
Other Theft,2022,5,7,3,0,13XX SW MARINE DR,Marpole,490134.4365,5450044.9917,40
Other Theft,2022,4,5,21,0,13XX THURLOW ST,West End,490353.452,5458521.2426,72
Other Theft,2022,4,26,12,40,13XX VENABLES ST,Grandview-Woodland,494461.7025,5458228.551,51
Other Theft,2022,2,21,2,0,13XX W 11TH AVE,Fairview,490233.489,5456544.6526,115
Other Theft,2022,4,22,23,30,13XX W 14TH AVE,Fairview,490102.3376,5456237.9073,55
Other Theft,2022,4,14,3,15,13XX W 15TH AVE,Fairview,490177.3236,5456141.3095,63
Other Theft,2022,1,13,18,35,13XX W PENDER ST,Central Business District,490796.4177,5459620.8865,154
Other Theft,2022,2,23,1,7,13XX WALNUT ST,Kitsilano,489163.2186,5457936.954,113
Other Theft,2022,2,12,14,30,14XX ANDERSON ST,Fairview,490173.2374,5457687.3241,124
Other Theft,2022,3,3,11,45,14XX CARTWRIGHT ST,Fairview,490106.5517,5457539.9662,105
Other Theft,2022,2,11,14,50,14XX CEDAR COTTAGE MEWS,Kensington-Cedar Cottage,494516.27,5455160.3303,125
Other Theft,2022,3,4,15,40,14XX COMMERCIAL DR,Grandview-Woodland,494931.3648,5457676.0002,104
Other Theft,2022,5,20,22,35,14XX COMMERCIAL DR,Grandview-Woodland,494931.8197,5457703.7711,27
Other Theft,2022,4,13,14,0,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178,64
Other Theft,2022,5,4,14,25,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178,43
Other Theft,2022,5,6,12,42,14XX CONTINENTAL ST,Central Business District,490512.2176,5458043.5178,41
Other Theft,2022,3,17,21,58,14XX CYPRESS ST,Kitsilano,489245.8822,5457844.1949,91
Other Theft,2022,5,1,15,40,14XX E 17TH AVE,Kensington-Cedar Cottage,494548.5558,5455846.3133,46
Other Theft,2022,5,24,12,5,14XX E 41ST AVE,Kensington-Cedar Cottage,494474.4883,5453335.4278,23
Other Theft,2022,2,23,20,38,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103,113
Other Theft,2022,2,26,9,0,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103,110
Other Theft,2022,2,26,9,1,14XX E 41ST AVE,Kensington-Cedar Cottage,494476.0137,5453335.4103,110
Other Theft,2022,3,4,0,0,14XX E 61ST AVE,Victoria-Fraserview,494422.2436,5451322.228,104
Other Theft,2022,1,28,18,45,14XX E BROADWAY AVE,Kensington-Cedar Cottage,494559.4357,5456620.9427,139
Other Theft,2022,2,12,0,0,14XX E BROADWAY AVE,Kensington-Cedar Cottage,494559.4357,5456620.9427,124
Other Theft,2022,5,18,22,40,14XX E HASTINGS ST,Grandview-Woodland,494501.9083,5458728.5407,29
Other Theft,2022,1,14,9,54,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506,153
Other Theft,2022,3,13,18,11,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506,95
Other Theft,2022,4,18,21,51,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506,59
Other Theft,2022,3,8,9,34,14XX E HASTINGS ST,Grandview-Woodland,494563.7471,5458727.4016,100
Other Theft,2022,5,19,11,43,14XX E HASTINGS ST,Grandview-Woodland,494563.7471,5458727.4016,28
Other Theft,2022,3,31,12,3,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494474.8013,5455089.566,77
Other Theft,2022,5,12,20,38,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494474.8013,5455089.566,35
Other Theft,2022,5,19,8,47,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494474.8013,5455089.566,28
Other Theft,2022,1,26,21,56,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381,141
Other Theft,2022,1,30,14,51,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381,137
Other Theft,2022,2,23,22,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494477.5646,5455089.5381,113
Other Theft,2022,2,21,19,0,14XX GRANT ST,Grandview-Woodland,494558.8177,5457631.9038,115
Other Theft,2022,1,9,11,0,14XX HARO ST,West End,490452.8836,5459418.1307,158
Other Theft,2022,1,17,13,46,14XX HARWOOD ST,West End,489920.5768,5458850.8093,150
Other Theft,2022,4,20,14,25,14XX HOWE ST,Central Business District,490435.076,5458022.9336,57
Other Theft,2022,2,27,0,0,14XX LAMEYS MILL RD,Fairview,490007.4357,5457361.3803,109
Other Theft,2022,3,25,17,43,14XX LAMEYS MILL RD,Fairview,490007.6948,5457360.3881,83
Other Theft,2022,2,10,9,47,14XX NELSON ST,West End,490313.6847,5459233.9866,126
Other Theft,2022,2,17,19,25,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766,119
Other Theft,2022,5,10,22,50,14XX QUEBEC ST,Central Business District,492588.0646,5457795.3523,37
Other Theft,2022,5,12,21,22,14XX QUEBEC ST,Mount Pleasant,492612.2716,5457798.0918,35
Other Theft,2022,3,7,22,55,14XX ROBSON ST,West End,490542.7452,5459472.1427,101
Other Theft,2022,5,2,22,51,14XX VENABLES ST,Grandview-Woodland,494649.4418,5458215.8934,45
Other Theft,2022,4,8,17,30,14XX VICTORIA DR,Grandview-Woodland,495215.1009,5457692.6645,69
Other Theft,2022,2,16,12,41,14XX W 40TH AVE,Shaughnessy,490003.7192,5453625.0236,120
Other Theft,2022,3,4,21,53,14XX W 59TH AVE,Marpole,489868.1148,5451635.9717,104
Other Theft,2022,2,14,21,0,14XX W 6TH AVE,Fairview,490011.9596,5457049.4044,122
Other Theft,2022,3,26,13,25,14XX W 8TH AVE,Fairview,489987.3332,5456872.0863,82
Other Theft,2022,4,14,15,15,14XX W 8TH AVE,Fairview,489987.3332,5456872.0863,63
Other Theft,2022,4,23,0,0,14XX W 8TH AVE,Fairview,489987.3332,5456872.0863,54
Other Theft,2022,2,2,6,0,14XX W GEORGIA ST,Central Business District,490664.9304,5459609.2937,134
Other Theft,2022,2,14,17,0,14XX W PENDER ST,Central Business District,490647.5515,5459698.4034,122
Other Theft,2022,2,28,20,0,14XX WALNUT ST,Kitsilano,489169.8061,5457842.7645,108
Other Theft,2022,3,20,23,30,14XX WALNUT ST,Kitsilano,489169.8061,5457842.7645,88
Other Theft,2022,2,28,16,0,15XX ADANAC ST,Grandview-Woodland,494639.3325,5458317.1795,108
Other Theft,2022,3,16,22,0,15XX BARCLAY ST,West End,490266.5758,5459439.2577,92
Other Theft,2022,3,16,16,19,15XX BARCLAY ST,West End,490297.0852,5459422.1498,92
Other Theft,2022,4,2,20,36,15XX BARCLAY ST,West End,490306.7779,5459399.8401,75
Other Theft,2022,5,15,1,15,15XX CAMBIE ST,Mount Pleasant,491651.8072,5457599.3064,32
Other Theft,2022,4,19,18,25,15XX COMMERCIAL DR,Grandview-Woodland,494930.4236,5457619.446,58
Other Theft,2022,5,23,22,8,15XX COMMERCIAL DR,Grandview-Woodland,494938.1107,5457541.0722,24
Other Theft,2022,1,3,12,49,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,164
Other Theft,2022,1,7,16,53,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,160
Other Theft,2022,1,13,9,32,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,154
Other Theft,2022,1,16,16,44,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,151
Other Theft,2022,2,1,10,30,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,135
Other Theft,2022,3,17,10,38,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,91
Other Theft,2022,3,20,16,34,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,88
Other Theft,2022,4,16,14,20,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,61
Other Theft,2022,5,2,13,9,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,45
Other Theft,2022,5,3,14,29,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,44
Other Theft,2022,5,3,20,7,15XX COMMERCIAL DR,Grandview-Woodland,494939.2671,5457603.2309,44
Other Theft,2022,1,30,14,6,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,137
Other Theft,2022,2,1,16,41,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,135
Other Theft,2022,3,5,20,30,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,103
Other Theft,2022,3,11,16,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,97
Other Theft,2022,3,15,13,30,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,93
Other Theft,2022,3,17,19,2,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,91
Other Theft,2022,3,18,19,36,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,90
Other Theft,2022,3,19,15,31,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,89
Other Theft,2022,3,25,11,43,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,83
Other Theft,2022,3,25,11,48,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,83
Other Theft,2022,3,28,10,33,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,80
Other Theft,2022,4,15,11,8,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,62
Other Theft,2022,4,26,20,27,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799,51
Other Theft,2022,3,2,20,15,15XX COMMERCIAL DR,Grandview-Woodland,494939.6353,5457622.9999,106
Other Theft,2022,5,19,8,30,15XX COMOX ST,West End,490142.7657,5459261.3547,28
Other Theft,2022,4,18,19,45,15XX DAVIE ST,West End,489982.605,5459099.4387,59
Other Theft,2022,1,21,0,0,15XX E 10TH AVE,Kensington-Cedar Cottage,494712.9821,5456513.0643,146
Other Theft,2022,5,8,19,40,15XX E 12TH AVE,Kensington-Cedar Cottage,494746.1217,5456321.9246,39
Other Theft,2022,4,8,16,0,15XX E 37TH AVE,Kensington-Cedar Cottage,494631.8088,5453777.6872,69
Other Theft,2022,4,14,10,50,15XX E 58TH AVE,Victoria-Fraserview,494524.0367,5451613.9108,63
Other Theft,2022,1,11,10,46,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,156
Other Theft,2022,1,11,17,2,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,156
Other Theft,2022,1,11,19,17,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,156
Other Theft,2022,1,18,11,0,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,149
Other Theft,2022,1,24,10,3,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,143
Other Theft,2022,1,26,12,42,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,141
Other Theft,2022,1,31,9,31,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,136
Other Theft,2022,2,7,12,49,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,129
Other Theft,2022,2,21,14,30,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,115
Other Theft,2022,2,28,14,53,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,108
Other Theft,2022,3,3,11,21,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,105
Other Theft,2022,3,9,10,30,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,99
Other Theft,2022,3,15,12,15,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,93
Other Theft,2022,3,15,12,31,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,93
Other Theft,2022,3,16,10,5,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,92
Other Theft,2022,3,17,10,21,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,91
Other Theft,2022,3,18,19,20,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,90
Other Theft,2022,3,26,11,40,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,82
Other Theft,2022,4,4,10,8,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,73
Other Theft,2022,4,19,18,5,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,58
Other Theft,2022,5,16,10,50,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,31
Other Theft,2022,5,18,15,7,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,29
Other Theft,2022,5,21,16,20,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,26
Other Theft,2022,5,25,15,20,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,22
Other Theft,2022,5,26,16,12,15XX E HASTINGS ST,Grandview-Woodland,494620.9347,5458726.3382,21
Other Theft,2022,3,31,12,55,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494804.8101,5455040.1508,77
Other Theft,2022,2,23,20,35,15XX KITCHENER ST,Grandview-Woodland,494681.904,5457718.6148,113
Other Theft,2022,1,16,18,58,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092,151
Other Theft,2022,4,28,12,40,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092,49
Other Theft,2022,5,10,19,12,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092,37
Other Theft,2022,5,17,17,0,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092,30
Other Theft,2022,5,20,20,2,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092,27
Other Theft,2022,1,19,0,0,15XX POWELL ST,Grandview-Woodland,494636.66,5458946.5124,148
Other Theft,2022,2,6,13,0,15XX STANLEY PARK DR,Stanley Park,491355.2596,5460631.8938,130
Other Theft,2022,4,30,15,50,15XX VENABLES ST,Grandview-Woodland,494705.2203,5458223.2333,47
Other Theft,2022,5,23,19,43,15XX VENABLES ST,Grandview-Woodland,494730.337,5458213.5585,24
Other Theft,2022,3,18,0,0,15XX VERNON DR,Strathcona,494276.7411,5457557.1647,90
Other Theft,2022,5,11,0,0,15XX VERNON DR,Strathcona,494276.7411,5457557.1647,36
Other Theft,2022,1,17,13,27,15XX W 10TH AVE,Fairview,489786.1906,5456669.9732,150
Other Theft,2022,1,13,18,0,15XX W 2ND AVE,Fairview,489830.2804,5457441.9277,154
Other Theft,2022,1,18,10,0,15XX W 60TH AVE,Marpole,489718.7473,5451564.56,149
Other Theft,2022,4,20,23,0,15XX W 65TH AVE,Marpole,489758.7156,5451066.2188,57
Other Theft,2022,4,18,17,55,15XX W 70TH AVE,Marpole,489705.0391,5450653.2621,59
Other Theft,2022,5,12,18,46,15XX W 7TH AVE,Fairview,489879.3967,5456968.2895,35
Other Theft,2022,3,15,8,46,15XX W BROADWAY AVE,Fairview,489778.0097,5456765.5473,93
Other Theft,2022,5,21,21,45,15XX W BROADWAY AVE,Fairview,489778.0097,5456765.5473,26
Other Theft,2022,4,13,0,0,15XX W BROADWAY AVE,Fairview,489848.1286,5456773.4852,64
Other Theft,2022,2,5,22,30,15XX W BROADWAY AVE,Fairview,489861.7292,5456764.1055,131
Other Theft,2022,3,8,20,2,16XX ADANAC ST,Grandview-Woodland,494756.5914,5458322.5655,100
Other Theft,2022,1,17,9,0,16XX BARCLAY ST,West End,490188.3073,5459516.4787,150
Other Theft,2022,2,12,12,30,16XX BAYSHORE DR,Central Business District,490459.412,5459919.8512,124
Other Theft,2022,4,8,4,30,16XX BAYSHORE DR,Central Business District,490590.28,5459861.5367,69
Other Theft,2022,1,31,14,5,16XX BEACH AVE,West End,489679.4415,5458940.0624,136
Other Theft,2022,2,7,0,0,16XX BURNABY ST,West End,489771.2964,5459163.1663,129
Other Theft,2022,1,13,11,50,16XX CHESTNUT ST,Kitsilano,489345.4862,5457628.6668,154
Other Theft,2022,2,22,15,30,16XX CHESTNUT ST,Kitsilano,489345.4862,5457628.6668,114
Other Theft,2022,4,17,17,10,16XX CHESTNUT ST,Kitsilano,489354.641,5457632.3476,60
Other Theft,2022,1,11,20,47,16XX COMMERCIAL DR,Grandview-Woodland,494927.8404,5457483.1595,156
Other Theft,2022,3,12,15,40,16XX COMMERCIAL DR,Grandview-Woodland,494927.9168,5457487.0523,96
Other Theft,2022,5,1,10,55,16XX COMMERCIAL DR,Grandview-Woodland,494937.7101,5457520.0451,46
Other Theft,2022,4,27,19,30,16XX CYPRESS ST,Kitsilano,489240.4852,5457644.6332,50
Other Theft,2022,2,5,20,0,16XX DAVIE ST,West End,489834.5511,5459246.8882,131
Other Theft,2022,4,4,11,36,16XX DAVIE ST,West End,489845.372,5459249.0066,73
Other Theft,2022,4,11,17,40,16XX DAVIE ST,West End,489845.372,5459249.0066,66
Other Theft,2022,5,5,9,38,16XX DAVIE ST,West End,489845.372,5459249.0066,42
Other Theft,2022,5,5,19,12,16XX DAVIE ST,West End,489845.372,5459249.0066,42
Other Theft,2022,2,7,16,53,16XX DAVIE ST,West End,489849.7329,5459244.6534,129
Other Theft,2022,1,12,18,4,16XX DAVIE ST,West End,489854.175,5459227.2991,155
Other Theft,2022,1,22,12,2,16XX DAVIE ST,West End,489854.175,5459227.2991,145
Other Theft,2022,2,27,13,31,16XX DAVIE ST,West End,489854.2214,5459227.253,109
Other Theft,2022,2,12,16,21,16XX DAVIE ST,West End,489871.5372,5459222.8878,124
Other Theft,2022,2,8,16,4,16XX DAVIE ST,West End,489904.2437,5459190.2393,128
Other Theft,2022,2,25,16,23,16XX DAVIE ST,West End,489904.2437,5459190.2393,111
Other Theft,2022,3,28,15,31,16XX DAVIE ST,West End,489904.2437,5459190.2393,80
Other Theft,2022,5,8,17,5,16XX DAVIE ST,West End,489904.2437,5459190.2393,39
Other Theft,2022,5,14,9,28,16XX DAVIE ST,West End,489904.2437,5459190.2393,33
Other Theft,2022,5,24,4,0,16XX DURANLEAU ST,Fairview,490106.4169,5457737.8729,23
Other Theft,2022,2,27,14,49,16XX E 12TH AVE,Kensington-Cedar Cottage,494898.7678,5456311.5502,109
Other Theft,2022,3,3,0,30,16XX E 1ST AVE,Grandview-Woodland,494856.0732,5457431.2335,105
Other Theft,2022,5,17,19,35,16XX E 21ST AVE,Kensington-Cedar Cottage,494872.2023,5455425.3816,30
Other Theft,2022,2,14,5,37,16XX E 22ND AVE,Kensington-Cedar Cottage,494829.4166,5455285.6212,122
Other Theft,2022,2,13,15,0,16XX E 2ND AVE,Grandview-Woodland,494794.6046,5457326.1351,123
Other Theft,2022,4,14,9,47,16XX E 55TH AVE,Victoria-Fraserview,494668.8888,5451915.6193,63
Other Theft,2022,4,8,17,0,16XX E 5TH AVE,Grandview-Woodland,494852.4967,5457023.9524,69
Other Theft,2022,5,3,19,15,16XX E BROADWAY AVE,Grandview-Woodland,494847.0444,5456626.0359,44
Other Theft,2022,3,19,19,46,16XX E GEORGIA ST,Grandview-Woodland,494781.9461,5458413.436,89
Other Theft,2022,1,15,17,0,16XX E GEORGIA ST,Grandview-Woodland,494782.4113,5458413.4285,152
Other Theft,2022,2,24,20,0,16XX GRANVILLE ST,Central Business District,490426.2151,5457870.8616,112
Other Theft,2022,1,27,12,30,16XX JOHNSTON ST,Fairview,490121.9191,5457755.4026,140
Other Theft,2022,1,14,13,0,16XX JOHNSTON ST,Fairview,490124.9546,5457766.1695,153
Other Theft,2022,3,9,14,30,16XX JOHNSTON ST,Fairview,490124.9546,5457766.1695,99
Other Theft,2022,3,10,11,55,16XX JOHNSTON ST,Fairview,490124.9546,5457766.1695,98
Other Theft,2022,4,11,11,40,16XX JOHNSTON ST,Fairview,490124.9546,5457766.1695,66
Other Theft,2022,1,18,16,30,16XX KINGSWAY AVE,Kensington-Cedar Cottage,494885.0191,5454971.9131,149
Other Theft,2022,4,29,8,30,16XX KITCHENER ST,Grandview-Woodland,494829.7254,5457716.5809,48
Other Theft,2022,2,18,5,5,16XX PENDRELL ST,West End,489916.532,5459322.0236,118
Other Theft,2022,3,9,20,15,16XX PULLMAN PORTER ST,Mount Pleasant,492478.4343,5457602.1552,99
Other Theft,2022,2,7,21,46,16XX QUEBEC ST,Mount Pleasant,492588.7135,5457658.0048,129
Other Theft,2022,3,26,13,15,16XX QUEBEC ST,Mount Pleasant,492588.7135,5457658.0048,82
Other Theft,2022,3,26,13,5,16XX QUEBEC ST,Mount Pleasant,492598.9218,5457687.2291,82
Other Theft,2022,4,25,22,50,16XX ROBSON ST,West End,490326.9944,5459685.8685,52
Other Theft,2022,3,14,8,55,16XX SALT ST,Mount Pleasant,492286.5827,5457524.8483,94
Other Theft,2022,4,12,16,55,16XX SALT ST,Mount Pleasant,492286.5827,5457524.8483,65
Other Theft,2022,1,19,13,41,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,148
Other Theft,2022,1,21,17,50,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,146
Other Theft,2022,2,23,17,22,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,113
Other Theft,2022,2,23,20,50,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,113
Other Theft,2022,3,10,18,15,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,98
Other Theft,2022,4,20,13,20,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,57
Other Theft,2022,5,7,10,0,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,40
Other Theft,2022,5,7,19,17,16XX SALT ST,Mount Pleasant,492287.1191,5457560.679,40
